Car_Name,version,Gear Type,Running_kn,Owner,Fuel Type,Passing State,Price
2012 Toyota Innova,2.5 GX 8 STR BS IV,Manual,"3,53,288 km",1st Owner,Diesel,MH-02,"6,15,000"
2017 Volkswagen Ameo,COMFORTLINE PLUS PETROL,Manual,"17,916 km",1st Owner,Petrol,MH-02,"4,88,000"
2013 Volkswagen Vento,COMFORTLINE MT PETROL,Manual,"25,304 km",1st Owner,Petrol,MH-02,"3,31,000"
2016 Ford Ecosport,1.5 TREND TDCI,Manual,"78,870 km",1st Owner,Diesel,MH-03,"5,23,000"
2018 Honda WR-V,1.2 i-VTEC S MT Edge Edition,Manual,"13,228 km",1st Owner,Petrol,MH-01,"7,91,000"
2015 Maruti Ertiga,ZXI,Manual,"75,586 km",1st Owner,Petrol,MH-04,"6,47,000"
2017 Datsun Redi Go,S 1.0,Manual,"43,034 km",1st Owner,Petrol + CNG,MH-04,"2,46,000"
2018 Maruti Dzire,ZXI Plus,Manual,"42,906 km",1st Owner,Petrol,MH-06,"6,31,000"
2017 Volkswagen Polo,GT TSI 1.2 PETROL AT,Automatic,"76,366 km",2nd Owner,Petrol,MH-01,"6,83,000"
2010 Maruti Wagon R 1.0,LXI,Manual,"46,119 km",1st Owner,Petrol,MH-04,"2,15,000"
2019 Honda City,SV MT PETROL,Manual,"47,985 km",1st Owner,Petrol,MH-01,"8,32,000"
2016 Toyota Corolla Altis,G,Manual,"36,175 km",1st Owner,Petrol,MH-06,"9,52,000"
2018 Honda City,ZX CVT ANNIVERSARY EDITION,Automatic,"57,645 km",1st Owner,Petrol,MH-43,"10,72,000"
2017 Hyundai Creta,1.6 SX PLUS AUTO PETROL,Automatic,"74,603 km",1st Owner,Petrol,MH-02,"10,64,000"
2016 Hyundai New Elantra,1.6 SX AT,Automatic,"58,093 km",1st Owner,Diesel,MH-05,"8,71,000"
2017 Honda City,ZX CVT,Automatic,"88,218 km",1st Owner,Petrol,MH-47,"9,15,000"
2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"23,648 km",1st Owner,Petrol,MH-47,"6,21,000"
2014 Hyundai Elite i20,SPORTZ (O) 1.2,Manual,"71,895 km",3rd Owner,Petrol,MH-02,"4,89,000"
2021 Nissan MAGNITE,XV PRIMIUM MT,Manual,"10,410 km",1st Owner,Petrol,MH-01,"8,91,000"
2018 Maruti Vitara Brezza,ZDI AMT,Automatic,"57,031 km",1st Owner,Diesel,MH-01,"8,88,000"
2019 Mahindra XUV500,W7 AT,Automatic,"64,388 km",1st Owner,Diesel,MH-48,"11,81,000"
2014 Maruti Wagon R 1.0,VXI,Manual,"50,657 km",1st Owner,Petrol,MH-48,"3,57,000"
2017 Toyota Etios,V,Manual,"74,055 km",1st Owner,Petrol,MH-02,"4,97,000"
2014 Maruti Swift Dzire,VXI,Manual,"78,662 km",1st Owner,Petrol,MH-04,"4,05,000"
2020 Hyundai Creta,1.5 SX (O) AT,Automatic,"26,800 km",2nd Owner,Petrol,MH-02,"15,73,000"
2020 Hyundai Verna,S PETROL MT,Manual,"14,410 km",1st Owner,Petrol,MH-47,"8,61,000"
2013 Toyota Etios Liva,G,Manual,"84,988 km",1st Owner,Petrol,MH-04,"3,05,000"
2019 Maruti Ciaz,DELTA 1.5 SHVS VVT MT,Manual,"30,411 km",1st Owner,Petrol,MH-05,"7,91,000"
2017 Hyundai New Elantra,2.0 SX AT,Automatic,"50,567 km",1st Owner,Petrol,MH-03,"10,60,000"
2016 Mahindra XUV500,W10 AT FWD,Automatic,"50,100 km",2nd Owner,Diesel,MH-04,"10,70,000"
2016 Ford Ecosport,1.5 TREND TI VCT,Manual,"24,560 km",1st Owner,Petrol,MH-47,"5,45,000"
2018 Ford Ecosport,1.5 TITANIUM TI VCT AT,Automatic,"21,067 km",1st Owner,Petrol,MH-01,"8,48,000"
2018 Datsun Redi Go,1.0 T(O) AT,Automatic,"64,833 km",2nd Owner,Petrol,MH-06,"2,83,000"
2017 Maruti IGNIS,DELTA 1.2 K12,Manual,"6,617 km",1st Owner,Petrol,MH-47,"5,20,000"
2017 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"13,909 km",1st Owner,Petrol,MH-47,"5,38,000"
2012 Honda Brio,1.2 S MT I VTEC,Manual,"34,456 km",2nd Owner,Petrol,MH-02,"2,84,500"
2017 Maruti Wagon R 1.0,LXI CNG,Manual,"57,606 km",1st Owner,Petrol + CNG,MH-47,"4,48,000"
2018 Maruti Baleno,DELTA PETROL 1.2,Manual,"19,641 km",1st Owner,Petrol,MH-02,"5,51,000"
2012 Maruti Wagon R 1.0,VXI,Manual,"61,548 km",1st Owner,Petrol,MH-01,"2,85,000"
2017 Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,"39,486 km",1st Owner,Diesel,MH-48,"12,76,000"
2017 Maruti Wagon R 1.0,LXI CNG,Manual,"14,484 km",1st Owner,Petrol + CNG,MH-03,"4,54,000"
2017 Jeep Compass,2.0 LONGITUDE,Manual,"28,835 km",1st Owner,Diesel,MH-46,"11,16,000"
2017 Hyundai Tucson New,2WD AT GL PETROL,Automatic,"31,376 km",1st Owner,Petrol,MH-03,"13,16,000"
2012 Maruti Swift,ZXI,Manual,"90,017 km",1st Owner,Petrol,MH-12,"3,59,000"
2017 Maruti Ciaz,VXI PLUS,Manual,"63,064 km",1st Owner,Petrol,MH-05,"6,08,000"
2016 Mahindra Kuv100,K6 D 6 STR,Manual,"44,878 km",1st Owner,Diesel,MH-04,"4,54,000"
2015 Maruti Wagon R 1.0,VXI AMT,Automatic,"26,874 km",1st Owner,Petrol,MH-05,"3,72,000"
2014 Volkswagen Polo,GT TSI 1.2 PETROL AT,Automatic,"41,648 km",1st Owner,Petrol,MH-01,"5,53,000"
2017 Hyundai Creta,1.4 S CRDI,Manual,"93,210 km",1st Owner,Diesel,MH-46,"8,63,000"
2015 Renault Duster,85 PS RXL,Manual,"80,797 km",1st Owner,Diesel,MH-02,"5,94,000"
2017 Hyundai Verna,1.6 SX (O) CRDI MT,Manual,"54,075 km",1st Owner,Diesel,MH-04,"10,30,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"40,369 km",1st Owner,Petrol + CNG,MH-43,"5,23,000"
2018 Hyundai Elite i20,Magna Executive 1.2,Manual,"90,874 km",1st Owner,Petrol,MH-05,"5,42,000"
2017 Maruti Ertiga,ZDI SHVS,Manual,"54,004 km",1st Owner,Diesel,MH-47,"9,28,000"
2012 Maruti Swift,VXI,Manual,"35,757 km",3rd Owner,Petrol,MH-03,"3,19,000"
2018 Maruti Baleno,ALPHA DDIS 190,Manual,"36,179 km",1st Owner,Diesel,MH-04,"7,21,000"
2014 Hyundai Elite i20,MAGNA 1.2,Manual,"44,584 km",1st Owner,Petrol,MH-48,"4,90,000"
2018 Maruti Celerio,ZXI AMT,Automatic,"42,416 km",2nd Owner,Petrol,MH-05,"4,29,000"
2017 Ford Ecosport,1.5 TITANIUM TI VCT AT,Automatic,"35,005 km",2nd Owner,Petrol,MH-03,"6,16,000"
2020 Volkswagen Polo,Trendline 1.0 L Petrol,Manual,"46,779 km",1st Owner,Petrol + CNG,MH-04,"5,62,000"
2021 Tata ALTROZ,XE 1.2,Manual,"42,399 km",1st Owner,Petrol,MH-04,"5,66,000"
2017 Volkswagen Vento,COMFORTLINE MT PETROL,Manual,"64,915 km",1st Owner,Petrol,MH-43,"5,71,000"
2020 Renault Kwid,RXL,Manual,"8,148 km",1st Owner,Petrol,MH-05,"3,95,000"
2019 Renault Kwid,1.0 RXT Opt,Manual,"20,884 km",1st Owner,Petrol,MH-02,"4,04,000"
2019 Honda Amaze,1.2 VXMT I VTEC,Manual,"12,182 km",1st Owner,Petrol,MH-02,"7,24,000"
2019 Hyundai VENUE,1.0L Turbo GDI SX(O) MT,Manual,"28,990 km",1st Owner,Petrol,MH-43,"9,63,000"
2015 Maruti Swift Dzire,VXI,Manual,"10,271 km",1st Owner,Petrol,MH-02,"5,18,000"
2012 Honda City,CORPORATE MT,Manual,"69,898 km",2nd Owner,Petrol,MH-01,"3,88,000"
2012 Honda City,V AT,Automatic,"56,589 km",1st Owner,Petrol,MH-02,"4,48,000"
2021 Maruti Baleno,SIGMA PETROL 1.2,,"12,919 km",1st Owner,Petrol,MH-04,"6,61,000"
2018 Honda Amaze,1.2 SAT I VTEC,Automatic,"14,533 km",1st Owner,Petrol,MH-48,"6,61,000"
2017 Jeep Compass,2.0 LONGITUDE (O),Manual,"88,961 km",1st Owner,Diesel,MH-01,"10,88,000"
2015 Maruti Baleno,ZETA PETROL 1.2,Manual,"40,423 km",1st Owner,Petrol,MH-43,"5,24,000"
2017 Maruti Baleno,DELTA 1.2 K12,Manual,"8,167 km",1st Owner,Petrol,MH-01,"5,95,000"
2019 Mahindra MARAZZO,M6 8 STR,Manual,"17,733 km",1st Owner,Diesel,MH-03,"10,22,000"
2017 Volkswagen Polo,GT TSI 1.2 PETROL AT,Automatic,"65,971 km",1st Owner,Petrol,MH-43,"6,75,000"
2016 Toyota Corolla Altis,VL AT,Automatic,"91,113 km",1st Owner,Petrol,MH-47,"8,15,000"
2014 Hyundai Grand i10,ASTA 1.2 AT VTVT,Automatic,"10,161 km",1st Owner,Petrol,MH-02,"4,53,000"
2018 Maruti Dzire,VXI,Manual,"15,364 km",1st Owner,Petrol,MH-03,"6,55,000"
2019 Hyundai Elite i20,1.2 MAGNA PLUS VTVT,Manual,"36,301 km",1st Owner,Petrol,MH-02,"6,19,000"
2017 Hyundai Verna,1.6 SX VTVT AT,Automatic,"58,830 km",1st Owner,Petrol,MH-05,"6,74,000"
2018 Volkswagen Polo,HIGH LINE PLUS 1.0,Manual,"32,221 km",1st Owner,Petrol,MH-47,"6,45,000"
2021 Hyundai AURA,S CNG,Manual,"8,115 km",1st Owner,Petrol + CNG,MH-47,"7,99,000"
2017 Maruti Wagon R 1.0,VXI PLUS,Manual,"37,469 km",1st Owner,Petrol,MH-01,"4,13,000"
2018 Hyundai Xcent,SX 1.2 CRDI,Manual,"93,077 km",1st Owner,Diesel,MH-05,"5,23,000"
2015 Maruti Swift Dzire,VXI,Manual,"10,155 km",1st Owner,Petrol,MH-46,"5,26,000"
2015 Hyundai Elite i20,ASTA 1.2,Manual,"46,921 km",1st Owner,Petrol,MH-05,"5,65,000"
2016 Maruti Ertiga,VXI CNG,Manual,"56,638 km",2nd Owner,Petrol + CNG,MH-02,"7,62,000"
2020 KIA SELTOS,HTK PLUS 1.5 DIESEL,Manual,"55,796 km",1st Owner,Diesel,MH-05,"12,55,000"
2020 Renault Kwid,Neotech 1.0 EasyR,Automatic,"8,511 km",1st Owner,Petrol,MH-46,"5,27,000"
2022 KIA CARENS,PRESTIGE PLUS 1.4G MT 7STR,,"1,574 km",1st Owner,Petrol,MH-43,"16,14,000"
2019 Tata Harrier,XZ 2.0L Kryotec,Manual,"55,719 km",2nd Owner,Diesel,MH-04,"13,78,000"
2020 Maruti Swift,VXI,Manual,"23,876 km",2nd Owner,Petrol,MH-02,"6,11,000"
2017 Hyundai Tucson New,2WD AT GLS DIESEL,Automatic,"86,858 km",1st Owner,Diesel,MH-43,"14,90,000"
2019 Volkswagen Vento,1.2 TSI HIGHLINE PLUS AT,Automatic,"38,656 km",1st Owner,Petrol,MH-04,"8,93,000"
2018 Maruti Dzire,VXI,Manual,"41,059 km",1st Owner,Petrol,MH-48,"5,93,000"
2018 Volkswagen Polo,TRENDLINE 1.2L PETROL,Manual,"24,623 km",1st Owner,Petrol,MH-03,"5,07,000"
2018 Ford Figo Aspire,1.2 TITANIUM PETROL,Manual,"17,869 km",1st Owner,Petrol,MH-05,"5,49,000"
2019 Maruti S Cross,ALPHA SHVS,Manual,"50,296 km",2nd Owner,Diesel,MH-12,"8,16,900"
2018 Maruti Baleno,DELTA 1.2 K12,Manual,"88,396 km",1st Owner,Petrol,MH-47,"5,48,000"
2019 Maruti New  Wagon-R,VXI 1.0,Manual,"24,316 km",1st Owner,Petrol,MH-02,"4,78,000"
2016 Hyundai Creta,1.6 SX PLUS VTVT,Manual,"57,367 km",2nd Owner,Petrol + CNG,MH-48,"8,03,000"
2014 Maruti Swift,VDI,Manual,"95,154 km",2nd Owner,Diesel,MH-02,"3,98,000"
2017 Hyundai Creta,1.6 SX PLUS PETROL,Manual,"41,408 km",1st Owner,Petrol,MH-47,"8,64,000"
2021 Renault Duster,RXZ,Manual,"28,748 km",1st Owner,Petrol,MH-48,"8,98,000"
2020 KIA SELTOS,HTK PLUS 1.5 PETROL,Manual,"49,480 km",1st Owner,Petrol,MH-47,"11,63,000"
2019 Hyundai i20 Active,1.2 SX,Manual,"18,186 km",1st Owner,Petrol,MH-46,"7,25,000"
2012 Maruti Wagon R 1.0,VXI,Manual,"41,276 km",1st Owner,Petrol,MH-02,"2,96,000"
2020 Tata NEXON,XMA 1.2,Automatic,"45,790 km",1st Owner,Petrol,MH-04,"8,55,000"
2019 MG HECTOR,SHARP DCT PETROL,Automatic,"50,866 km",1st Owner,Petrol,MH-02,"15,26,000"
2018 Honda Jazz,1.2 V AT,Automatic,"34,460 km",2nd Owner,Petrol,MH-01,"6,13,000"
2014 Maruti Swift,VXI,Manual,"48,495 km",2nd Owner,Petrol,MH-02,"3,84,000"
2015 Hyundai Verna,FLUIDIC 1.4 CRDI,Manual,"52,626 km",1st Owner,Diesel,MH-03,"6,28,000"
2012 Honda City,V MT PETROL,Manual,"87,312 km",2nd Owner,Petrol,MH-04,"4,11,000"
2016 Hyundai i20 Active,1.2 S,Manual,"61,568 km",2nd Owner,Petrol,MH-46,"5,56,000"
2019 Maruti Ciaz,1.5 SIGMA SHVS,Manual,"14,738 km",1st Owner,Petrol,MH-01,"7,20,000"
2021 Hyundai NEW I20,ASTA (O) 1.2 MT,,"10,319 km",1st Owner,Petrol,MH-47,"9,13,000"
2022 Volkswagen TAIGUN,TOPLINE 1.0 TSI MT,,"3,680 km",1st Owner,Petrol,22-BH,"16,58,000"
2019 Maruti Celerio X,Zxi,Manual,"42,888 km",1st Owner,Petrol + CNG,MH-04,"5,04,000"
2017 Hyundai Verna,FLUIDIC 1.4 VTVT,Manual,"48,188 km",1st Owner,Petrol,MH-43,"6,40,000"
2014 Toyota Corolla Altis,J S,Manual,"53,193 km",1st Owner,Petrol,MH-01,"5,75,000"
2020 Skoda Rapid,1.6 MPI MT ACTIVE,Manual,"41,858 km",1st Owner,Petrol,MH-43,"6,99,000"
2021 Skoda Rapid,STYLE 1.0 AT,Automatic,"25,527 km",1st Owner,Petrol,MH-43,"11,94,000"
2017 Skoda Octavia,2.0 TDI STYLE PLUS AT,Automatic,"60,771 km",1st Owner,Diesel,MH-01,"14,56,000"
2019 Hyundai Grand i10,1.2 KAPPA SPORTZ (O),Manual,"9,116 km",1st Owner,Petrol,MH-02,"5,62,000"
2018 Maruti Dzire,ZDI Plus,Manual,"59,790 km",1st Owner,Diesel,MH-05,"7,40,000"
2013 Hyundai Grand i10,ASTA 1.2 VTVT,Manual,"41,746 km",1st Owner,Petrol,MH-04,"3,81,000"
2019 Volkswagen Polo,COMFORTLINE  CUP EDITION,Manual,"11,718 km",1st Owner,Petrol,MH-04,"6,93,000"
2015 Skoda Rapid,AMBITION 1.6 MPI MT PLUS,Manual,"39,283 km",1st Owner,Petrol,MH-03,"5,02,000"
2016 Maruti Ciaz,ZXI AT,Automatic,"45,142 km",1st Owner,Petrol,MH-01,"6,51,000"
2017 Maruti Swift,ZXI,Manual,"53,005 km",1st Owner,Petrol,MH-43,"5,34,000"
2014 Honda CRV,2.4 AT 4WD AVN,Automatic,"96,699 km",2nd Owner,Petrol,MH-02,"8,87,000"
2019 Jeep Compass,1.4 LIMITED PLUS AT,Automatic,"26,062 km",1st Owner,Petrol,MH-47,"17,84,000"
2019 Maruti S PRESSO,VXI PLUS,Manual,"14,333 km",1st Owner,Petrol,MH-04,"4,41,000"
2020 Volkswagen Polo,GT TSI AT 1.0,Automatic,"14,053 km",1st Owner,Petrol,MH-12,"10,48,000"
2018 Hyundai Verna,1.6 SX VTVT AT (O),Automatic,"47,155 km",1st Owner,Petrol,MH-46,"9,70,000"
2015 Nissan Micra,XV CVT,Automatic,"15,915 km",1st Owner,Petrol,MH-03,"4,30,000"
2019 Mahindra XUV 3OO,1.5 W6 MT,Manual,"73,348 km",1st Owner,Diesel,MH-46,"8,93,000"
2016 Volkswagen Ameo,HIGHLINE 1.2,Manual,"64,432 km",2nd Owner,Petrol,MH-03,"4,60,000"
2020 Maruti Dzire,ZXI,Manual,"13,496 km",1st Owner,Petrol,MH-04,"7,40,000"
2015 Maruti Ciaz,ZXI,Manual,"57,438 km",1st Owner,Petrol,MH-01,"5,78,000"
2019 Hyundai Creta,1.6 VTVT SX AUTO,Automatic,"21,253 km",3rd Owner,Petrol,MH-09,"12,06,000"
2017 Maruti Dzire,VDI,Manual,"78,254 km",1st Owner,Diesel,MH-02,"6,93,000"
2016 Honda Jazz,1.2 S MT,Manual,"54,119 km",1st Owner,Petrol,MH-03,"4,47,000"
2017 Maruti Wagon R 1.0,LXI CNG OPT,Manual,"34,769 km",1st Owner,Petrol + CNG,MH-02,"4,20,000"
2020 KIA SONET,GTX PLUS DCT 1.0,,"7,381 km",1st Owner,Petrol,MH-04,"13,18,000"
2019 Maruti Ciaz,DELTA 1.5 SHVS VVT MT,Manual,"39,267 km",1st Owner,Petrol,MH-02,"7,44,000"
2019 Ford Ecosport,1.5 TITANIUM THUNDER EDITION TI VCT,Manual,"64,778 km",1st Owner,Petrol,MH-43,"8,68,000"
2020 Maruti Dzire,VXI AMT,Automatic,"8,518 km",1st Owner,Petrol,MH-02,"7,39,000"
2021 Renault Kiger,RXZ 1.0 Easy R Petrol,,"6,828 km",1st Owner,Petrol,MH-47,"8,95,000"
2018 Maruti Dzire,VDI AMT,Automatic,"51,691 km",1st Owner,Diesel,MH-01,"7,50,000"
2017 Maruti IGNIS,DELTA 1.2 K12 AMT,Automatic,"21,983 km",1st Owner,Petrol,MH-04,"5,14,000"
2017 Ford Ecosport,1.5 TITANIUM TI VCT,Manual,"32,374 km",1st Owner,Petrol,MH-04,"6,97,000"
2021 Maruti New  Wagon-R,ZXI 1.2L AGS,Automatic,"5,310 km",1st Owner,Petrol,MH-47,"6,90,000"
2017 Maruti Dzire,VXI AMT,Automatic,"19,756 km",1st Owner,Petrol,MH-02,"6,65,000"
2018 Maruti Alto K10,VXI,Manual,"12,870 km",1st Owner,Petrol,MH-05,"3,54,000"
2016 Hyundai Eon,ERA PLUS,Manual,"24,015 km",1st Owner,Petrol,MH-14,"3,12,000"
2015 Honda City,VX (O) PETROL,Manual,"36,456 km",2nd Owner,Petrol,MH-02,"6,59,400"
2016 Maruti Baleno,ALPHA 1.2 K12,Manual,"79,387 km",1st Owner,Petrol,MH-01,"5,38,000"
2018 Ford Ecosport,1.5 TDCI TITANIUM PLUS,Manual,"56,104 km",1st Owner,Diesel,MH-04,"8,93,000"
2018 Tata NEXON,XZ+ 1.5,Manual,"53,111 km",2nd Owner,Diesel,MH-01,"8,04,000"
2017 Honda Amaze,1.2 SX MT I VTEC,Manual,"48,147 km",1st Owner,Petrol,MH-02,"4,88,000"
2018 Honda WR-V,1.2 i-VTEC VX MT,Manual,"14,866 km",2nd Owner,Petrol,MH-04,"6,58,000"
2022 Hyundai AURA,S CNG,Manual,"12,664 km",1st Owner,Petrol + CNG,MH-46,"8,40,000"
2017 Hyundai Verna,FLUIDIC 1.6 SX VTVT,Manual,"33,513 km",1st Owner,Petrol,MH-47,"7,79,000"
2014 Maruti Swift Dzire,VXI,Manual,"42,213 km",1st Owner,Petrol,MH-03,"4,25,000"
2016 Maruti Alto 800,LXI,Manual,"25,216 km",2nd Owner,Petrol,MH-47,"2,75,000"
2019 Maruti Baleno,ZETA 1.2 K12,Manual,"9,183 km",1st Owner,Petrol,MH-02,"7,16,000"
2020 Maruti S Cross,ZETA AT 1.5 SHVS,,"12,127 km",1st Owner,Petrol,MH-47,"10,64,000"
2017 Maruti Ciaz,ZETA 1.4 VVT,Manual,"26,384 km",2nd Owner,Petrol + CNG,MH-47,"6,99,000"
2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"29,858 km",1st Owner,Petrol,MH-03,"5,93,000"
2020 MG HECTOR,SHARP DCT PETROL,Automatic,"39,656 km",1st Owner,Petrol,MH-46,"16,45,000"
2020 Tata NEXON,XZA + 1.2 PETROL A/T,Automatic,"15,166 km",1st Owner,Petrol,MH-47,"10,31,000"
2020 Maruti S PRESSO,VXI CNG,Manual,"30,416 km",1st Owner,Petrol + CNG,MH-05,"4,79,000"
2019 MG HECTOR,SHARP DCT PETROL,Automatic,"33,894 km",2nd Owner,Petrol,MH-14,"15,08,000"
2019 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"38,290 km",1st Owner,Petrol + CNG,MH-04,"5,83,000"
2018 Maruti Dzire,ZXI Plus AMT,Automatic,"38,591 km",1st Owner,Petrol,MH-43,"6,89,000"
2022 Hyundai AURA,S CNG,Manual,"9,215 km",1st Owner,Petrol + CNG,MH-46,"8,40,000"
