Car_Name,version,Gear Type,Running_kn,Owner,Fuel Type,Passing State,Price
2017 Toyota Innova Crysta,2.7 ZX AT 7 STR,Automatic,"91,964 km",2nd Owner,Petrol,MH-12,"16,14,000"
2017 Volkswagen Ameo,COMFORTLINE 1.2,Manual,"50,076 km",1st Owner,Petrol,MH-12,"4,90,000"
2017 Hyundai i20 Active,1.2 SX,Manual,"28,501 km",1st Owner,Petrol,MH-12,"7,55,000"
2013 Hyundai Verna,FLUIDIC 1.6 SX VTVT,Manual,"85,267 km",2nd Owner,Petrol,MH-03,"4,28,000"
2015 Hyundai Creta,1.6 SX PLUS PETROL,Manual,"57,821 km",2nd Owner,Petrol,MH-14,"8,35,000"
2013 Maruti Swift,ZXI,Manual,"58,540 km",2nd Owner,Petrol,MH-04,"3,84,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"62,476 km",1st Owner,Petrol + CNG,MH-14,"5,09,000"
2017 Renault Kwid,CLIMBER 1.0,Manual,"82,609 km",1st Owner,Petrol,MH-12,"3,54,000"
2015 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"44,045 km",1st Owner,Petrol,MH-14,"5,26,000"
2020 Renault TRIBER,1.0 RXZ,Manual,"9,952 km",1st Owner,Petrol,MH-12,"6,53,000"
2019 Hyundai NEW SANTRO,1.1 SPORTZ MT CNG,Manual,"28,342 km",1st Owner,Petrol + CNG,MH-14,"5,74,000"
2013 Hyundai Verna,FLUIDIC 1.6 CRDI SX OPT,Manual,"97,234 km",1st Owner,Diesel,MH-12,"5,70,000"
2016 Maruti Wagon R 1.0,LXI CNG,Manual,"63,352 km",1st Owner,Petrol + CNG,MH-14,"4,47,000"
2019 Hyundai Verna,1.6 SX+ VTVT AT,Automatic,"35,557 km",1st Owner,Petrol,MH-12,"10,42,000"
2021 Tata NEXON,XM SUNROOF 1.5 RTQ,Manual,"46,215 km",1st Owner,Diesel,MH-20,"10,23,000"
2014 Ford Ecosport,1.5TITANIUM TDCI,Manual,"74,103 km",1st Owner,Diesel,MH-14,"6,02,000"
2019 Maruti Alto,LXI CNG,Manual,"54,676 km",1st Owner,Petrol + CNG,MH-14,"4,06,000"
2014 Volkswagen Jetta,COMFORTLINE 2.0L TDI,Manual,"87,293 km",2nd Owner,Diesel,MH-46,"6,03,000"
2016 Maruti Celerio,VXI,Manual,"76,775 km",1st Owner,Petrol,MH-14,"4,23,000"
2016 Hyundai i20 Active,1.4 S,Manual,"38,866 km",1st Owner,Diesel,MH-12,"7,16,000"
2018 Maruti Ertiga,VXI CNG,Manual,"50,471 km",1st Owner,Petrol + CNG,MH-47,"8,32,000"
2018 Maruti Celerio,VXI CNG OPT,Manual,"50,889 km",1st Owner,Petrol + CNG,MH-05,"5,56,000"
2017 Maruti Celerio,VXI CNG OPT,Manual,"88,777 km",1st Owner,Petrol + CNG,MH-12,"4,89,000"
2019 Tata Tiago,XT 1.2 REVOTRON,Manual,"18,624 km",1st Owner,Petrol,MH-12,"5,09,000"
2014 Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVT,Automatic,"30,832 km",1st Owner,Petrol,MH-12,"4,51,000"
2016 Maruti Vitara Brezza,ZDI,Manual,"17,774 km",1st Owner,Diesel,MH-02,"8,04,000"
2019 Honda Amaze,VX AT I DTEC,Automatic,"21,866 km",1st Owner,Diesel,MH-12,"9,12,000"
2020 Maruti Celerio,VXI CNG OPT,Manual,"75,044 km",1st Owner,Petrol + CNG,MH-12,"5,78,000"
2014 Hyundai Elite i20,SPORTZ (O) 1.4,Manual,"86,102 km",2nd Owner,Diesel,MH-43,"4,90,000"
2020 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"14,436 km",1st Owner,Petrol + CNG,MH-12,"6,56,000"
2019 Hyundai Eon,ERA PLUS,Manual,"53,001 km",1st Owner,Petrol,MH-44,"3,16,000"
2019 Tata Harrier,XZ 2.0L Kryotec,Manual,"96,029 km",1st Owner,Diesel,MH-24,"14,03,000"
2019 Honda Amaze,1.2 SMT I VTEC,Manual,"20,299 km",1st Owner,Petrol,MH-04,"6,40,000"
2021 Maruti S PRESSO,VXI,Manual,"18,488 km",1st Owner,Petrol,MH-14,"4,43,000"
2021 Renault TRIBER,1.0 RXL PETROL,Manual,"13,365 km",1st Owner,Petrol,MH-05,"6,19,000"
2014 Maruti Swift Dzire,VXI,Manual,"61,810 km",2nd Owner,Petrol,MH-02,"3,96,000"
2021 Mahindra Thar,LX HT PETROL 4WD MT,,"2,529 km",1st Owner,Petrol,MH-47,"15,12,000"
2014 Maruti Alto 800,LXI,Manual,"60,283 km",1st Owner,Petrol,MH-14,"2,68,000"
2014 Hyundai i10,SPORTZ 1.1 IRDE2,Manual,"45,770 km",1st Owner,Petrol,MH-12,"3,62,000"
2018 Maruti Vitara Brezza,VDI OPT,Manual,"58,481 km",1st Owner,Diesel,MH-46,"8,13,000"
2021 Tata Harrier,XZA + DUAL TONE,Automatic,"11,498 km",1st Owner,Diesel,MH-14,"22,87,000"
2020 Hyundai AURA,S CNG,Manual,"44,892 km",1st Owner,Petrol + CNG,MH-12,"8,26,000"
2012 Hyundai i20,SPORTZ 1.4 CRDI,Manual,"67,377 km",2nd Owner,Diesel,MH-14,"4,06,000"
2021 Hyundai Creta,S CRDI,Manual,"48,567 km",1st Owner,Diesel,MH-14,"15,05,000"
2018 Maruti Vitara Brezza,ZDI + AMT,Automatic,"89,994 km",1st Owner,Diesel,MH-12,"9,09,000"
2019 Honda Jazz,1.2 VX I-VTECH,Manual,"17,922 km",1st Owner,Petrol,MH-12,"7,70,000"
2018 Tata NEXON,XM 1.5,Manual,"67,692 km",2nd Owner,Diesel,MH-01,"7,14,000"
2016 Toyota Etios Liva,V  LIMITED,Manual,"36,420 km",1st Owner,Petrol,MH-43,"5,03,000"
2018 Honda Amaze,1.2 V CVT I VTEC,Automatic,"44,088 km",1st Owner,Petrol,MH-12,"6,98,000"
2017 Hyundai Verna,1.6 SX VTVT,Manual,"14,133 km",2nd Owner,Petrol,MH-03,"8,37,000"
2018 Maruti Dzire,VXI,Manual,"51,798 km",1st Owner,Petrol + CNG,MH-48,"7,04,000"
2016 Hyundai i10,MAGNA 1.1 IRDE2,Manual,"13,851 km",1st Owner,Petrol,MH-03,"3,80,000"
2019 Hyundai Verna,1.6 CRDI SX + AT,Automatic,"29,446 km",1st Owner,Diesel,MH-43,"13,25,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"69,379 km",2nd Owner,Petrol + CNG,MH-14,"5,09,000"
2012 Honda City,S MT PETROL,Manual,"47,085 km",1st Owner,Petrol,MH-12,"4,46,000"
2014 Hyundai i20,SPORTZ 1.2 VTVT,Manual,"58,238 km",1st Owner,Petrol,MH-12,"4,57,000"
2018 Maruti Alto K10,VXI,Manual,"15,030 km",1st Owner,Petrol,MH-16,"3,60,000"
2016 Renault Kwid,RXT,Manual,"60,736 km",1st Owner,Petrol,MH-05,"3,35,000"
2020 Hyundai AURA,S CNG,Manual,"15,882 km",1st Owner,Petrol + CNG,MH-12,"8,00,000"
2019 Maruti XL6,ALPHA SHVS  MT,Manual,"32,576 km",2nd Owner,Petrol,MH-14,"9,70,000"
2011 Maruti Wagon R 1.0,LXI,Manual,"80,358 km",2nd Owner,Petrol,MH-12,"2,75,000"
2019 Renault Duster,RXS 106 PS MT,Manual,"38,353 km",1st Owner,Petrol,MH-14,"7,73,500"
2014 Hyundai Verna,FLUIDIC 1.6 VTVT SX AT,Automatic,"32,390 km",2nd Owner,Petrol,MH-02,"6,47,000"
2018 Mahindra XUV500,W11 (O) AT,Automatic,"44,043 km",1st Owner,Diesel,MH-14,"15,90,000"
2021 Nissan MAGNITE,XL Turbo CVT,,"16,384 km",1st Owner,Petrol,MH-05,"8,41,000"
2021 Tata Tiago,XZ+ 1.2 Revotron,Manual,"10,283 km",1st Owner,Petrol,MH-12,"6,54,000"
2016 Honda Jazz,1.2 S MT,Manual,"39,580 km",1st Owner,Petrol,MH-01,"5,02,000"
2017 Maruti S Cross,DELTA SHVS,Manual,"74,604 km",1st Owner,Diesel,MH-12,"7,93,000"
2021 Maruti Vitara Brezza,VXI,Manual,"17,065 km",1st Owner,Petrol,MH-14,"9,16,000"
2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"53,657 km",2nd Owner,Petrol,MH-03,"4,94,000"
2017 Volkswagen Polo,HIGHLINE PLUS 1.5L DIESEL,Manual,"48,257 km",1st Owner,Diesel,MH-12,"8,41,500"
2013 Hyundai Eon,MAGNA PLUS,Manual,"99,423 km",2nd Owner,Petrol,MH-14,"2,46,000"
2020 Tata ALTROZ,XE 1.2,Manual,"3,067 km",2nd Owner,Petrol,MH-12,"6,30,000"
2016 Ford Ecosport,1.5 TITANIUM TI VCT AT,Automatic,"53,849 km",1st Owner,Petrol,MH-12,"7,00,000"
2019 Hyundai Elite i20,1.2 SPORTS PLUS VTVT,Manual,"13,825 km",1st Owner,Petrol + CNG,MH-14,"7,59,000"
2018 Tata NEXON,XM 1.2,Manual,"27,119 km",2nd Owner,Petrol,MH-01,"6,82,000"
2021 Hyundai NEW I20,ASTA (O) 1.5 CRDI MT,,"27,163 km",2nd Owner,Diesel,MH-12,"10,48,000"
2013 Maruti A Star,VXI ABS AT,Automatic,"46,530 km",2nd Owner,Petrol,MH-02,"3,05,000"
2019 Honda Civic,1.8V AT,Automatic,"6,154 km",2nd Owner,Petrol,MH-02,"14,93,000"
2021 Tata TIGOR,Revotron XE,Manual,"6,295 km",1st Owner,Petrol,MH-46,"6,36,000"
2018 Jeep Compass,2.0 LONGITUDE (O),Manual,"72,621 km",1st Owner,Diesel,MH-12,"12,87,000"
2018 Maruti Ciaz,ALPHA 1.4 VVT,Manual,"78,340 km",1st Owner,Petrol,MH-12,"6,76,000"
2014 Honda Amaze,1.5 VXMT I DTEC,Manual,"82,365 km",1st Owner,Diesel,MH-12,"5,06,000"
2014 Honda Brio,1.2 S MT I VTEC,Manual,"57,021 km",3rd Owner,Petrol,MH-12,"3,30,000"
2016 Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,"97,021 km",2nd Owner,Diesel,MH-46,"9,13,000"
2015 Toyota Camry,2.5 AT,Automatic,"90,272 km",2nd Owner,Petrol,MH-14,"11,38,000"
2014 Renault Duster,RXL PETROL 104,Manual,"96,478 km",1st Owner,Petrol,MH-01,"5,34,000"
2015 Volkswagen Polo,HIGHLINE1.2L PETROL,Manual,"28,325 km",1st Owner,Petrol,MH-47,"5,48,000"
2021 Renault Kiger,RXL EASY R 1.0 L,,"9,851 km",1st Owner,Petrol,MH-47,"7,17,000"
2018 Maruti Dzire,VXI,Manual,"30,850 km",1st Owner,Petrol,MH-06,"6,30,000"
2016 Mahindra Kuv100,K8 D 5 STR,Manual,"63,978 km",1st Owner,Diesel,MH-12,"4,94,000"
2016 Renault Kwid,RXT 1.0 EASY-R  AT,Automatic,"48,850 km",2nd Owner,Petrol,MH-12,"3,67,000"
2016 Mahindra XUV500,W6 AT,Automatic,"89,755 km",2nd Owner,Diesel,MH-14,"10,67,000"
2019 Renault TRIBER,1.0 RXZ,Manual,"44,937 km",1st Owner,Petrol,MH-12,"6,19,000"
2018 Maruti Baleno,DELTA 1.2 K12,Manual,"61,868 km",1st Owner,Petrol,MH-43,"5,80,000"
2016 Hyundai Elite i20,Sportz 1.2 VTVT MT,Manual,"32,492 km",2nd Owner,Petrol,MH-14,"5,59,000"
2018 Renault Duster,RXZ AMT 110 PS,Automatic,"34,176 km",1st Owner,Diesel,MH-12,"9,63,000"
2020 Maruti New  Wagon-R,1.0 LXI (O),Manual,"9,220 km",2nd Owner,Petrol,MH-05,"4,96,000"
2020 Hyundai NEW SANTRO,1.1 SPORTZ MT CNG,,"47,818 km",1st Owner,Petrol + CNG,MH-05,"6,22,000"
2019 MG HECTOR,SHARP DCT PETROL,Automatic,"37,706 km",1st Owner,Petrol,MH-12,"15,21,000"
2011 Hyundai i10,MAGNA 1.2 KAPPA2,Manual,"58,708 km",1st Owner,Petrol,MH-14,"3,07,000"
2018 Honda City,ZX CVT ANNIVERSARY EDITION,Automatic,"36,040 km",1st Owner,Petrol,MH-03,"11,35,000"
2016 Maruti Baleno,DELTA 1.2 K12,Manual,"48,248 km",2nd Owner,Petrol,MH-01,"5,20,000"
2020 Tata Tiago,XT 1.2 REVOTRON,Manual,"7,548 km",1st Owner,Petrol,MH-48,"5,62,000"
2016 Maruti Wagon R 1.0,LXI CNG,Manual,"17,358 km",1st Owner,Petrol + CNG,MH-12,"4,58,000"
2015 Maruti Celerio,VXI CNG,Manual,"93,530 km",1st Owner,Petrol + CNG,MH-12,"4,55,000"
2020 Ford Ecosport,1.5TITANIUM TDCI,Manual,"22,498 km",1st Owner,Diesel,MH-06,"9,32,000"
2017 Hyundai Grand i10,Sportz1.2 CRDI,Manual,"78,911 km",1st Owner,Diesel,MH-14,"5,19,000"
2022 MG ASTOR,SAVVY 1.5 CVT IVORY,,"5,302 km",1st Owner,Petrol,MH-12,"16,39,000"
2018 Renault Kwid,1.0 RXT,Manual,"43,272 km",1st Owner,Petrol,MH-14,"3,48,000"
2018 Honda City,ZX CVT,Automatic,"26,572 km",2nd Owner,Petrol,MH-12,"9,89,000"
2022 Honda City,ZX CVT,Automatic,"6,499 km",1st Owner,Petrol,MH-12,"15,90,700"
2017 Maruti Dzire,VXI,Manual,"32,288 km",1st Owner,Petrol,MH-12,"6,33,000"
2018 Jeep Compass,2.0 LIMITED,Manual,"43,502 km",2nd Owner,Diesel,MH-12,"13,25,000"
2018 Volkswagen Polo,HIGH LINE PLUS 1.0,Manual,"32,262 km",1st Owner,Petrol,MH-14,"6,97,000"
2013 Maruti Swift,ZXI,Manual,"48,687 km",2nd Owner,Petrol,MH-12,"4,70,000"
2018 Volkswagen TIGUAN,HIGHLINE A/T,Automatic,"66,433 km",2nd Owner,Diesel,MH-04,"20,55,000"
2022 KIA SONET,HTX 1.5D MT AE,,"2,755 km",1st Owner,Diesel,MH-12,"13,17,000"
2015 Hyundai i20 Active,1.2 S,Manual,"51,277 km",2nd Owner,Petrol,MH-12,"5,56,000"
2015 Hyundai New Elantra,1.6 SX AT,Automatic,"85,761 km",2nd Owner,Diesel,MH-12,"9,31,000"
2019 Honda Amaze,1.2 SMT I VTEC,Manual,"17,306 km",1st Owner,Petrol,MH-12,"6,73,000"
2015 Honda CRV,2.0 2WD AT,Automatic,"69,419 km",1st Owner,Petrol,MH-02,"10,69,000"
2016 Hyundai Creta,1.6 SX (O) CRDI,Manual,"97,761 km",1st Owner,Diesel,MH-12,"10,45,000"
2020 Hyundai VENUE,1.0 TURBO GDI SX+ AT,Automatic,"31,160 km",1st Owner,Petrol,MH-12,"10,42,000"
2019 KIA SELTOS,HTX+ MT 1.5 DIESEL,Manual,"38,032 km",1st Owner,Diesel,MH-12,"15,54,000"
2019 Hyundai Verna,EX 1.6 VTVT AT,Automatic,"27,109 km",2nd Owner,Petrol,MH-14,"8,91,000"
2018 Tata Tiago,XZA 1.2 REVOTRON,Automatic,"48,343 km",2nd Owner,Petrol,MH-14,"5,37,000"
2017 Volkswagen Vento,HIGHLINE TDI AT,Automatic,"96,710 km",1st Owner,Diesel,MH-46,"8,27,000"
2014 Honda Amaze,1.2 SMT I VTEC,Manual,"66,565 km",1st Owner,Petrol,MH-12,"4,45,000"
2022 Toyota URBAN CRUISER,HIGH AT,,"15,948 km",1st Owner,Petrol,MH-14,"11,83,000"
2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"22,520 km",1st Owner,Petrol,MH-48,"4,41,000"
2015 Maruti Alto K10,VXI AMT,Automatic,"7,639 km",1st Owner,Petrol,MH-12,"3,88,000"
2021 Volkswagen Vento,Highline 1.0 TSI MT,Manual,"29,343 km",1st Owner,Petrol,MH-12,"8,97,000"
2022 Datsun Redi Go,T (O),Manual,640 km,1st Owner,Petrol,MH-12,"4,72,000"
2021 Tata NEXON,XMA 1.5,Manual,"36,641 km",1st Owner,Diesel,MH-14,"10,76,000"
2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"23,567 km",1st Owner,Petrol + CNG,MH-12,"5,66,000"
2014 Maruti Ritz,VXI,Manual,"58,849 km",1st Owner,Petrol,MH-02,"3,61,000"
2018 Maruti Wagon R 1.0,VXI,Manual,"10,950 km",1st Owner,Petrol,MH-14,"4,77,000"
2012 Maruti Swift Dzire,ZDI,Manual,"98,333 km",1st Owner,Diesel,MH-12,"5,26,000"
2019 Renault TRIBER,1.0 RXZ,Manual,"17,512 km",1st Owner,Petrol,MH-12,"6,71,000"
2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"63,847 km",2nd Owner,Petrol,MH-02,"5,03,000"
2019 Maruti Alto 800,LXI CNG,Manual,"39,944 km",1st Owner,Petrol + CNG,MH-12,"3,90,000"
2017 Tata Hexa,Varicor 400 XTA,Automatic,"78,659 km",2nd Owner,Diesel,MH-14,"12,07,000"
2019 KIA SELTOS,HTK PLUS 1.5 DIESEL,Manual,"57,058 km",1st Owner,Diesel,MH-14,"12,30,000"
2020 Tata ALTROZ,XZ 1.2,Manual,"9,234 km",1st Owner,Petrol,MH-04,"8,29,000"
2018 Jeep Compass,LIMITED 1.4 AT,Automatic,"46,895 km",1st Owner,Petrol,MH-02,"13,71,000"
2019 Maruti Vitara Brezza,ZDI,Manual,"52,957 km",1st Owner,Diesel,MH-46,"9,32,000"
2015 Honda Amaze,1.2 SX MT I VTEC,Manual,"79,837 km",1st Owner,Petrol,MH-12,"4,69,000"
2019 Ford Figo Aspire,TREND PLUS CNG,Manual,"47,681 km",1st Owner,Petrol + CNG,MH-05,"6,69,000"
2013 Maruti Wagon R 1.0,LXI CNG,Manual,"68,345 km",2nd Owner,Petrol + CNG,MH-46,"3,47,000"
2018 Maruti Baleno,DELTA 1.2 K12,Manual,"33,631 km",2nd Owner,Petrol,MH-12,"6,24,000"
2017 Hyundai New Elantra,1.6 SX AT O,Automatic,"66,272 km",3rd Owner,Diesel,MH-12,"11,71,000"
2018 Hyundai Tucson New,2WD AT GL DIESEL,Automatic,"51,318 km",2nd Owner,Diesel,MH-12,"17,61,000"
2018 Tata Hexa,Varicor 400 XTA,Automatic,"44,935 km",1st Owner,Diesel,MH-14,"14,75,000"
2018 Tata NEXON,XZ+ 1.5,Manual,"50,043 km",2nd Owner,Diesel,MH-12,"9,55,000"
2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"35,094 km",1st Owner,Petrol,MH-14,"5,59,000"
2015 Maruti Wagon R 1.0,LXI CNG,Manual,"64,454 km",1st Owner,Petrol + CNG,MH-12,"4,02,000"
2019 Tata Tiago,XT 1.2 REVOTRON,Manual,"29,803 km",1st Owner,Petrol,MH-01,"5,34,000"
2018 Maruti IGNIS,DELTA 1.2 K12,Manual,"37,435 km",1st Owner,Petrol,MH-14,"5,09,000"
2017 Maruti Ciaz,SIGMA 1.4 VVT,Manual,"43,152 km",1st Owner,Petrol,MH-12,"7,30,000"
2018 Maruti Baleno,ZETA 1.2 K12,Manual,"37,499 km",1st Owner,Petrol,MH-12,"6,58,000"
2019 Honda City,SV MT DIESEL,Manual,"55,421 km",1st Owner,Diesel,MH-01,"9,40,000"
2015 Hyundai i10,SPORTZ 1.1 IRDE2,Manual,"28,695 km",2nd Owner,Petrol,MH-03,"3,78,000"
2021 Renault Kwid,Neotech 1.0 EasyR,Automatic,"5,592 km",2nd Owner,Petrol,MH-14,"5,49,000"
2018 Renault Kwid,RXT 1.0 EASY-R AT OPTION,Automatic,"45,167 km",1st Owner,Petrol,MH-12,"4,31,000"
2020 Maruti Alto,LXI CNG,Manual,"35,383 km",1st Owner,Petrol + CNG,MH-12,"4,25,000"
2016 Maruti Wagon R 1.0,VXI AMT,Automatic,"33,177 km",2nd Owner,Petrol,MH-12,"4,23,000"
2015 Maruti Alto 800,LXI,Manual,"17,290 km",2nd Owner,Petrol,MH-14,"2,85,000"
2019 Renault Captur,PLATINE DUAL TONE,Manual,"24,723 km",2nd Owner,Diesel,MH-12,"8,91,000"
2014 Maruti Wagon R 1.0,LXI,Manual,"56,242 km",2nd Owner,Petrol,MH-14,"3,32,000"
2019 Tata Tiago,XZA 1.2 REVOTRON,Automatic,"17,739 km",1st Owner,Petrol,MH-12,"6,01,000"
2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"25,055 km",2nd Owner,Petrol,MH-14,"4,65,000"
2014 Volkswagen Polo,GT TSI 1.2 PETROL AT,Automatic,"51,644 km",2nd Owner,Petrol,MH-43,"6,20,000"
2015 Maruti Swift Dzire,ZXI 1.2 BS IV,Manual,"37,146 km",2nd Owner,Petrol,MH-01,"5,60,000"
2019 Tata NEXON,XZA+ 1.5,Automatic,"64,609 km",1st Owner,Diesel,MH-14,"9,39,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"86,955 km",1st Owner,Petrol + CNG,MH-14,"4,57,000"
2014 Maruti Celerio,VXI,Manual,"84,997 km",1st Owner,Petrol,MH-14,"4,10,000"
2012 Hyundai i10,ASTA 1.2 AT KAPPA2 WITH SUNROOF,Automatic,"41,966 km",2nd Owner,Petrol,MH-02,"4,06,000"
2018 Maruti S Cross,ZETA 1.3 SHVS,Manual,"40,875 km",1st Owner,Diesel,MH-14,"9,26,000"
2017 Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,"67,666 km",1st Owner,Diesel,MH-12,"11,32,000"
2018 Maruti Ciaz,ALPHA 1.4 VVT,Manual,"21,163 km",1st Owner,Petrol,MH-12,"8,15,000"
2018 Maruti Dzire,VXI,Manual,"30,481 km",1st Owner,Petrol,MH-01,"6,79,000"
2012 Honda Brio,1.2 E MT I VTEC,Manual,"48,611 km",2nd Owner,Petrol,MH-03,"2,99,000"
2014 Honda Amaze,1.2 SMT I VTEC,Manual,"38,079 km",1st Owner,Petrol,MH-02,"4,74,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"20,583 km",1st Owner,Petrol + CNG,MH-05,"5,29,000"
2018 Tata NEXON,XZA+ 1.5,Automatic,"40,301 km",2nd Owner,Diesel,MH-12,"9,44,000"
2018 Honda City,V CVT,Automatic,"13,685 km",1st Owner,Petrol,MH-14,"9,46,000"
2022 Maruti Celerio,ZXI,Manual,514 km,1st Owner,Petrol,MH-14,"6,47,000"
2015 Maruti Swift,ZXI,Manual,"33,076 km",2nd Owner,Petrol,MH-14,"5,20,000"
2019 Hyundai NEW SANTRO,SPORTZ 1.1,Manual,"30,275 km",1st Owner,Petrol,MH-12,"5,54,000"
2020 Skoda Rapid,1.0 AMBITION TSI AT,Automatic,"9,661 km",1st Owner,Petrol,MH-14,"11,24,000"
2019 Volkswagen Polo,Trendline 1.0 L Petrol,Manual,"60,006 km",2nd Owner,Petrol,MH-16,"5,80,000"
2019 Maruti Alto,VXI,Manual,"41,398 km",1st Owner,Petrol,MH-16,"3,67,000"
2017 Maruti Wagon R 1.0,VXI,Manual,"25,003 km",1st Owner,Petrol,MH-02,"4,24,000"
2017 Maruti Ciaz,VXI PLUS,Manual,"27,620 km",1st Owner,Petrol,MH-14,"7,38,000"
2019 Maruti Vitara Brezza,ZDI + AMT,Automatic,"50,802 km",1st Owner,Diesel,MH-12,"10,74,000"
2021 Renault Kiger,RXT 1.0 AMT DUAL TONE,,"4,545 km",1st Owner,Petrol,MH-14,"7,83,000"
2021 Renault Kwid,RXT,Manual,"36,904 km",1st Owner,Petrol,MH-10,"4,74,000"
2017 Honda City,SV MT PETROL,Manual,"29,160 km",2nd Owner,Petrol,MH-14,"7,74,000"
2016 Hyundai Creta,1.6 SX PLUS PETROL,Manual,"20,105 km",1st Owner,Petrol,MH-12,"10,23,000"
2019 Renault Kwid,1.0 RXT Opt AT,Automatic,"11,023 km",1st Owner,Petrol,MH-12,"4,84,000"
2021 MG HECTOR,SHARP DCT PETROL,Automatic,"8,832 km",1st Owner,Petrol,MH-12,"18,60,000"
2015 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"71,894 km",1st Owner,Petrol,MH-12,"4,48,000"
2018 Mahindra XUV500,W11 AT,Automatic,"34,983 km",2nd Owner,Diesel,MH-48,"14,43,000"
2020 Maruti S PRESSO,VXI CNG,Manual,"35,126 km",2nd Owner,Petrol + CNG,MH-12,"5,44,000"
2017 Maruti IGNIS,DELTA 1.2 K12 AMT,Automatic,"23,630 km",1st Owner,Petrol,MH-14,"5,36,000"
2012 Maruti Wagon R 1.0,LXI CNG,Manual,"88,057 km",1st Owner,Petrol + CNG,MH-12,"3,52,000"
2015 Hyundai Elite i20,SPORTZ 1.2,Manual,"54,738 km",1st Owner,Petrol,MH-03,"5,58,000"
2017 Maruti Wagon R 1.0,VXI OPT,Manual,"20,935 km",2nd Owner,Petrol,MH-12,"4,12,000"
2019 KIA SELTOS,HTK 1.5 PETROL,Manual,"19,970 km",1st Owner,Petrol,MH-12,"11,65,000"
2014 Maruti Alto 800,LXI,Manual,"19,787 km",2nd Owner,Petrol,MH-12,"2,76,000"
2014 Maruti Wagon R 1.0,LXI,Manual,"40,646 km",2nd Owner,Petrol,MH-02,"3,49,000"
2014 Honda Brio,1.2 S MT I VTEC,Manual,"77,690 km",1st Owner,Petrol,MH-02,"3,43,000"
